# E (eV) pdos(E) 
-31.382  0.000E+00
-31.372  0.488E-02
-31.362  0.506E-02
-31.352  0.462E-02
-31.342  0.536E-02
-31.332  0.823E-02
-31.322  0.173E-01
-31.312  0.292E-01
-31.302  0.144E-01
-31.292  0.105E-01
-31.282  0.166E-01
-31.272  0.103E-01
-31.262  0.000E+00
-31.252  0.396E-02
-31.242  0.444E-02
-31.232  0.142E-01
-31.222  0.570E-02
-31.212  0.854E-02
-31.202  0.101E-01
-31.192  0.308E-02
-31.182  0.372E-02
-31.172  0.358E-02
-31.162  0.304E-02
-31.152  0.892E-01
-31.142  0.000E+00
-31.132  0.000E+00
-31.122  0.000E+00
-31.112  0.000E+00
-31.102  0.000E+00
-31.092  0.000E+00
-31.082  0.000E+00
-31.072  0.000E+00
-31.062  0.000E+00
-31.052  0.000E+00
-31.042  0.000E+00
-31.032  0.000E+00
-31.022  0.000E+00
-31.012  0.000E+00
-31.002  0.000E+00
-30.992  0.000E+00
-30.982  0.000E+00
-30.972  0.000E+00
-30.962  0.000E+00
-30.952  0.000E+00
-30.942  0.000E+00
-30.932  0.000E+00
-30.922  0.000E+00
-30.912  0.000E+00
-30.902  0.000E+00
-30.892  0.000E+00
-30.882  0.000E+00
-30.872  0.000E+00
-30.862  0.000E+00
-30.852  0.000E+00
-30.842  0.000E+00
-30.832  0.000E+00
-30.822  0.000E+00
-30.812  0.000E+00
-30.802  0.000E+00
-30.792  0.000E+00
-30.782  0.000E+00
-30.772  0.000E+00
-30.762  0.000E+00
-30.752  0.000E+00
-30.742  0.000E+00
-30.732  0.000E+00
-30.722  0.000E+00
-30.712  0.000E+00
-30.702  0.000E+00
-30.692  0.000E+00
-30.682  0.000E+00
-30.672  0.000E+00
-30.662  0.000E+00
-30.652  0.000E+00
-30.642  0.000E+00
-30.632  0.000E+00
-30.622  0.000E+00
-30.612  0.000E+00
-30.602  0.000E+00
-30.592  0.000E+00
-30.582  0.000E+00
-30.572  0.000E+00
-30.562  0.000E+00
-30.552  0.000E+00
-30.542  0.000E+00
-30.532  0.000E+00
-30.522  0.000E+00
-30.512  0.000E+00
-30.502  0.000E+00
-30.492  0.000E+00
-30.482  0.000E+00
-30.472  0.000E+00
-30.462  0.000E+00
-30.452  0.000E+00
-30.442  0.000E+00
-30.432  0.000E+00
-30.422  0.000E+00
-30.412  0.000E+00
-30.402  0.000E+00
-30.392  0.000E+00
-30.382  0.000E+00
-30.372  0.000E+00
-30.362  0.000E+00
-30.352  0.000E+00
-30.342  0.000E+00
-30.332  0.000E+00
-30.322  0.000E+00
-30.312  0.000E+00
-30.302  0.000E+00
-30.292  0.000E+00
-30.282  0.000E+00
-30.272  0.000E+00
-30.262  0.000E+00
-30.252  0.000E+00
-30.242  0.000E+00
-30.232  0.000E+00
-30.222  0.000E+00
-30.212  0.000E+00
-30.202  0.000E+00
-30.192  0.000E+00
-30.182  0.000E+00
-30.172  0.000E+00
-30.162  0.000E+00
-30.152  0.000E+00
-30.142  0.000E+00
-30.132  0.000E+00
-30.122  0.000E+00
-30.112  0.000E+00
-30.102  0.000E+00
-30.092  0.000E+00
-30.082  0.000E+00
-30.072  0.000E+00
-30.062  0.000E+00
-30.052  0.000E+00
-30.042  0.000E+00
-30.032  0.000E+00
-30.022  0.000E+00
-30.012  0.000E+00
-30.002  0.000E+00
-29.992  0.000E+00
-29.982  0.000E+00
-29.972  0.000E+00
-29.962  0.000E+00
-29.952  0.000E+00
-29.942  0.000E+00
-29.932  0.000E+00
-29.922  0.000E+00
-29.912  0.000E+00
-29.902  0.000E+00
-29.892  0.000E+00
-29.882  0.000E+00
-29.872  0.000E+00
-29.862  0.000E+00
-29.852  0.000E+00
-29.842  0.000E+00
-29.832  0.000E+00
-29.822  0.000E+00
-29.812  0.000E+00
-29.802  0.000E+00
-29.792  0.000E+00
-29.782  0.000E+00
-29.772  0.000E+00
-29.762  0.000E+00
-29.752  0.000E+00
-29.742  0.000E+00
-29.732  0.000E+00
-29.722  0.000E+00
-29.712  0.000E+00
-29.702  0.000E+00
-29.692  0.000E+00
-29.682  0.000E+00
-29.672  0.000E+00
-29.662  0.000E+00
-29.652  0.000E+00
-29.642  0.000E+00
-29.632  0.000E+00
-29.622  0.000E+00
-29.612  0.000E+00
-29.602  0.000E+00
-29.592  0.000E+00
-29.582  0.000E+00
-29.572  0.000E+00
-29.562  0.000E+00
-29.552  0.000E+00
-29.542  0.000E+00
-29.532  0.000E+00
-29.522  0.000E+00
-29.512  0.000E+00
-29.502  0.000E+00
-29.492  0.000E+00
-29.482  0.000E+00
-29.472  0.000E+00
-29.462  0.000E+00
-29.452  0.000E+00
-29.442  0.000E+00
-29.432  0.000E+00
-29.422  0.000E+00
-29.412  0.000E+00
-29.402  0.000E+00
-29.392  0.000E+00
-29.382  0.000E+00
-29.372  0.000E+00
-29.362  0.000E+00
-29.352  0.000E+00
-29.342  0.000E+00
-29.332  0.000E+00
-29.322  0.000E+00
-29.312  0.000E+00
-29.302  0.000E+00
-29.292  0.000E+00
-29.282  0.000E+00
-29.272  0.000E+00
-29.262  0.000E+00
-29.252  0.000E+00
-29.242  0.000E+00
-29.232  0.000E+00
-29.222  0.000E+00
-29.212  0.000E+00
-29.202  0.000E+00
-29.192  0.000E+00
-29.182  0.000E+00
-29.172  0.000E+00
-29.162  0.000E+00
-29.152  0.000E+00
-29.142  0.000E+00
-29.132  0.000E+00
-29.122  0.000E+00
-29.112  0.000E+00
-29.102  0.000E+00
-29.092  0.000E+00
-29.082  0.000E+00
-29.072  0.000E+00
-29.062  0.000E+00
-29.052  0.000E+00
-29.042  0.000E+00
-29.032  0.000E+00
-29.022  0.000E+00
-29.012  0.000E+00
-29.002  0.000E+00
-28.992  0.000E+00
-28.982  0.000E+00
-28.972  0.000E+00
-28.962  0.000E+00
-28.952  0.000E+00
-28.942  0.000E+00
-28.932  0.000E+00
-28.922  0.000E+00
-28.912  0.000E+00
-28.902  0.000E+00
-28.892  0.000E+00
-28.882  0.000E+00
-28.872  0.000E+00
-28.862  0.000E+00
-28.852  0.000E+00
-28.842  0.000E+00
-28.832  0.000E+00
-28.822  0.000E+00
-28.812  0.000E+00
-28.802  0.000E+00
-28.792  0.000E+00
-28.782  0.000E+00
-28.772  0.000E+00
-28.762  0.000E+00
-28.752  0.000E+00
-28.742  0.000E+00
-28.732  0.000E+00
-28.722  0.000E+00
-28.712  0.000E+00
-28.702  0.000E+00
-28.692  0.000E+00
-28.682  0.000E+00
-28.672  0.000E+00
-28.662  0.000E+00
-28.652  0.000E+00
-28.642  0.000E+00
-28.632  0.000E+00
-28.622  0.000E+00
-28.612  0.000E+00
-28.602  0.000E+00
-28.592  0.000E+00
-28.582  0.000E+00
-28.572  0.000E+00
-28.562  0.000E+00
-28.552  0.000E+00
-28.542  0.000E+00
-28.532  0.000E+00
-28.522  0.000E+00
-28.512  0.000E+00
-28.502  0.000E+00
-28.492  0.000E+00
-28.482  0.000E+00
-28.472  0.000E+00
-28.462  0.000E+00
-28.452  0.000E+00
-28.442  0.000E+00
-28.432  0.000E+00
-28.422  0.000E+00
-28.412  0.000E+00
-28.402  0.000E+00
-28.392  0.000E+00
-28.382  0.000E+00
-28.372  0.000E+00
-28.362  0.000E+00
-28.352  0.000E+00
-28.342  0.000E+00
-28.332  0.000E+00
-28.322  0.000E+00
-28.312  0.000E+00
-28.302  0.000E+00
-28.292  0.000E+00
-28.282  0.000E+00
-28.272  0.000E+00
-28.262  0.000E+00
-28.252  0.000E+00
-28.242  0.000E+00
-28.232  0.000E+00
-28.222  0.000E+00
-28.212  0.000E+00
-28.202  0.000E+00
-28.192  0.000E+00
-28.182  0.000E+00
-28.172  0.000E+00
-28.162  0.000E+00
-28.152  0.000E+00
-28.142  0.000E+00
-28.132  0.000E+00
-28.122  0.000E+00
-28.112  0.000E+00
-28.102  0.000E+00
-28.092  0.000E+00
-28.082  0.000E+00
-28.072  0.000E+00
-28.062  0.000E+00
-28.052  0.000E+00
-28.042  0.000E+00
-28.032  0.000E+00
-28.022  0.000E+00
